Username,AverageAnnotation,ProfileInfo
cantidiamore,0.23880597014925373,"['description: A mildly entertaining person of smaller than average height.\n', 'followers: 493\n', 'following: 618\n', 'total tweet number: 38642\n', 'created_at: Sun Jan 04 07:19:19 +0000 2009\n', 'favorites_count: 857\n', 'listed_count: 29\n']"
YouMeAtYMAS,-0.5915492957746479,
shivammay15,-0.16666666666666666,"['description: \n', 'followers: 131\n', 'following: 601\n', 'total tweet number: 165\n', 'created_at: Thu Apr 25 15:25:46 +0000 2013\n', 'favorites_count: 4\n', 'listed_count: 0\n']"
wild_is_my_life,0.2898550724637681,"['description: cheer is love, cheer is life\n', 'followers: 492\n', 'following: 960\n', 'total tweet number: 2069\n', 'created_at: Sat Mar 31 00:45:41 +0000 2012\n', 'favorites_count: 3308\n', 'listed_count: 1\n']"
andrealegend,1.1940298507462686,"['description: \n', 'followers: 500\n', 'following: 1611\n', 'total tweet number: 983\n', 'created_at: Fri Dec 21 18:55:25 +0000 2012\n', 'favorites_count: 2771\n', 'listed_count: 78\n']"
bar_bint,0.136986301369863,"['description: pub-owner. beer fan. cat-humourer. bookworm. (proudly) bleeding heart liberal. human.\n', 'followers: 890\n', 'following: 1477\n', 'total tweet number: 9424\n', 'created_at: Wed Jul 13 14:42:39 +0000 2011\n', 'favorites_count: 9091\n', 'listed_count: 29\n']"
AlbashG77,0.4927536231884058,
bennydotevents,0.971830985915493,"['description: CEO of @Splashthat + Event Planner with a maybe-healthy obsession with experience design and #ui\n', 'followers: 1956\n', 'following: 432\n', 'total tweet number: 1685\n', 'created_at: Wed Nov 12 13:57:41 +0000 2008\n', 'favorites_count: 590\n', 'listed_count: 103\n']"
unkkn0wn_,-0.640625,"['description: 17, im too sarcastic\n', 'followers: 1004\n', 'following: 592\n', 'total tweet number: 7972\n', 'created_at: Fri Oct 07 17:10:24 +0000 2011\n', 'favorites_count: 952\n', 'listed_count: 0\n']"
Valkyrie_V,-0.1388888888888889,"['description: uncanny resemblance to ivy votolato. low-budget witchcraft practitioner and professional cartoon watcher.\n', 'followers: 302\n', 'following: 114\n', 'total tweet number: 7883\n', 'created_at: Thu Jul 19 04:45:07 +0000 2012\n', 'favorites_count: 2144\n', 'listed_count: 3\n']"
EmperorBeatdown,-0.26666666666666666,"[""description: The Treasure Hunter Extraordinaire, Ryuji Minakata!~ You're the rarest treasure in the world, @iKawaiiMomo~ Nen Class: Enhancer #HxH/MV #OC\n"", 'followers: 264\n', 'following: 351\n', 'total tweet number: 2930\n', 'created_at: Sat Sep 27 14:19:06 +0000 2014\n', 'favorites_count: 148\n', 'listed_count: 1\n']"
TheFlamicon,-0.015151515151515152,"[""description: I'm a countdown maker and an anime/movie/video game reviewer. using my low voice at cracking octaves to bring joy to the world. and make fun of myself as well.\n"", 'followers: 146\n', 'following: 66\n', 'total tweet number: 9869\n', 'created_at: Tue Oct 02 14:29:04 +0000 2012\n', 'favorites_count: 1324\n', 'listed_count: 3\n']"
TatyanaB5,0.3018867924528302,"['description: 26 years old\n', 'followers: 16\n', 'following: 14\n', 'total tweet number: 6443\n', 'created_at: Sat Jun 08 06:20:23 +0000 2013\n', 'favorites_count: 5\n', 'listed_count: 1\n']"
X_Not_Perfect_X,-0.38028169014084506,"[""description: Anxiety \xe2\x80\xa2 Self harm \xe2\x80\xa2 Bad body image \xe2\x80\xa2 Eating disorders \xe2\x80\xa2 Here to help anyone \xe2\x80\xa2 We're all imperfect but that's what makes us perfect.\n"", 'followers: 49\n', 'following: 124\n', 'total tweet number: 240\n', 'created_at: Thu Aug 07 18:15:26 +0000 2014\n', 'favorites_count: 35\n', 'listed_count: 0\n']"
BoagMaureen,0.5277777777777778,"['description: mummy to Millie the badly behaved beagle! oh and 3 daughters and  4 grandsons!\n', 'followers: 436\n', 'following: 802\n', 'total tweet number: 2284\n', 'created_at: Mon Nov 04 20:11:49 +0000 2013\n', 'favorites_count: 3503\n', 'listed_count: 13\n']"
verenis_,-0.08450704225352113,"['description: twenty \xe2\x80\xa2 aquarius \\\\\n', 'followers: 1354\n', 'following: 661\n', 'total tweet number: 58488\n', 'created_at: Wed Mar 28 07:00:13 +0000 2012\n', 'favorites_count: 23869\n', 'listed_count: 5\n']"
catherinescavo,1.1267605633802817,
CarverKrista,0.13432835820895522,"[""description: life ain't always beautiful but its a beautiful ride \xe2\x9d\xa4\xef\xb8\x8f\n"", 'followers: 412\n', 'following: 327\n', 'total tweet number: 14344\n', 'created_at: Thu Jul 26 06:29:04 +0000 2012\n', 'favorites_count: 10698\n', 'listed_count: 1\n']"
tralalukey,0.23684210526315788,"[""description: I'm not in a band and tweets are mine. I go B O O M B O O M W H A C K because I know a thing or two about a thing or two.\n"", 'followers: 2059\n', 'following: 1082\n', 'total tweet number: 17793\n', 'created_at: Mon Dec 22 06:31:51 +0000 2014\n', 'favorites_count: 2105\n', 'listed_count: 8\n']"
alevilevi,0.3561643835616438,"['description: Louisiana State University \xce\x91\xce\xa6\n', 'followers: 909\n', 'following: 691\n', 'total tweet number: 21788\n', 'created_at: Fri Sep 28 23:25:48 +0000 2012\n', 'favorites_count: 15813\n', 'listed_count: 3\n']"
Aethien,0.6376811594202898,"['description: \n', 'followers: 7\n', 'following: 143\n', 'total tweet number: 853\n', 'created_at: Sun Aug 31 03:17:28 +0000 2014\n', 'favorites_count: 1564\n', 'listed_count: 1\n']"
rouukun,-0.10810810810810811,"['description: | Ro | \xe2\x99\x80 | I like to draw!! | English / \xe5\xb0\x91\xe3\x81\x97\xe6\x97\xa5\xe6\x9c\xac\xe8\xaa\x9e OK!! | \xe5\x88\x80\xe5\x89\xa3\xe4\xb9\xb1\xe8\x88\x9e | Fire Emblem |\n', 'followers: 179\n', 'following: 163\n', 'total tweet number: 49429\n', 'created_at: Sat Jan 24 16:43:02 +0000 2015\n', 'favorites_count: 3009\n', 'listed_count: 5\n']"
athenslivegr,0.23404255319148937,"['description: Your independent and on-the-ground source for stories, news, and images from Athens and throughout Greece. In English.~info@athenslive.gr\n', 'followers: 5314\n', 'following: 904\n', 'total tweet number: 1661\n', 'created_at: Fri May 01 18:01:24 +0000 2015\n', 'favorites_count: 401\n', 'listed_count: 204\n']"
Shannon_Paige16,0.11538461538461539,"['description: ugly in pictures ugly in real life ugly today ugly tomorrow ugly 365\n', 'followers: 142\n', 'following: 128\n', 'total tweet number: 1571\n', 'created_at: Tue Nov 18 03:00:11 +0000 2014\n', 'favorites_count: 2795\n', 'listed_count: 0\n']"
IamArg,0.11842105263157894,"['description: Character Animator, Illustrator, husband, humourist, Peach main and Creator of the webcomic I am ARG! Writer on various other comics. https://t.co/639m6pIK36\n', 'followers: 2985\n', 'following: 968\n', 'total tweet number: 24816\n', 'created_at: Mon Mar 16 18:49:55 +0000 2009\n', 'favorites_count: 2040\n', 'listed_count: 117\n']"
taylor_annem,0.2777777777777778,"['description: HHS\n', 'followers: 43\n', 'following: 108\n', 'total tweet number: 790\n', 'created_at: Wed Aug 20 03:53:03 +0000 2014\n', 'favorites_count: 374\n', 'listed_count: 0\n']"
PhillipJCarter,0.4647887323943662,"['description: The only limitations in life are the ones you acknowledge.\n', 'followers: 3693\n', 'following: 257\n', 'total tweet number: 447\n', 'created_at: Wed Mar 24 00:37:43 +0000 2010\n', 'favorites_count: 2482\n', 'listed_count: 6\n']"
NathElCuchillo,0.1267605633802817,"['description: Live fast. Die old. #SanDiego #Chargers #NUFC #HorseRacing\n', 'followers: 314\n', 'following: 315\n', 'total tweet number: 8885\n', 'created_at: Sat Jan 07 09:34:33 +0000 2012\n', 'favorites_count: 6372\n', 'listed_count: 0\n']"
bob_hoffmann,0.9305555555555556,"['description: Certified Financial Planner\n', 'followers: 98\n', 'following: 59\n', 'total tweet number: 2119\n', 'created_at: Fri Jan 27 20:34:33 +0000 2012\n', 'favorites_count: 1855\n', 'listed_count: 1\n']"
Refshaleoen,0.25,"['description: \xd0\x90\xd0\xb7\xd0\xb5\xd1\x80\xd0\xb1\xd0\xb0\xd0\xb9\xd0\xb4\xd0\xb6\xd0\xb0\xd0\xbd \xd1\x8d\xd1\x82\xd0\xbe \xd0\xb6\xd0\xb8\xd0\xb7\xd0\xbd\xd1\x8c.\n', 'followers: 1127\n', 'following: 854\n', 'total tweet number: 47093\n', 'created_at: Sat Feb 07 16:35:18 +0000 2009\n', 'favorites_count: 8751\n', 'listed_count: 21\n']"
MikeAlexander86,0.6052631578947368,"['description: Teacher, learner, Fifer\n', 'followers: 143\n', 'following: 207\n', 'total tweet number: 2804\n', 'created_at: Sun Feb 08 10:42:47 +0000 2009\n', 'favorites_count: 31\n', 'listed_count: 3\n']"
Harrison101HD,-0.3194444444444444,"[""description: #Motorsport101 and #BikeLive host. Probably hates your favourite driver. Honorary American. Sports obsessive. I remember it, so you don't have to.\n"", 'followers: 2362\n', 'following: 541\n', 'total tweet number: 223636\n', 'created_at: Tue Mar 22 23:07:03 +0000 2011\n', 'favorites_count: 6410\n', 'listed_count: 91\n']"
_ShystLife_,-0.6301369863013698,"[""description: For All Mine , I'll Lay Yours\n"", 'followers: 1025\n', 'following: 1300\n', 'total tweet number: 35343\n', 'created_at: Fri Jul 24 23:19:47 +0000 2009\n', 'favorites_count: 546\n', 'listed_count: 0\n']"
_Beard_Life,0.7575757575757576,"['description: \n', 'followers: 2789\n', 'following: 2939\n', 'total tweet number: 47454\n', 'created_at: Fri Oct 11 06:56:56 +0000 2013\n', 'favorites_count: 49659\n', 'listed_count: 21\n']"
80zNick,0.29577464788732394,"['description: Give your heart and soul to me and life will always be La Vie En Rose\n', 'followers: 65\n', 'following: 355\n', 'total tweet number: 6443\n', 'created_at: Wed Apr 28 09:42:33 +0000 2010\n', 'favorites_count: 101\n', 'listed_count: 1\n']"
The_Bounder,0.4126984126984127,"['description: a bell was ringing in the village square, for the rabbits on the run\n', 'followers: 675\n', 'following: 431\n', 'total tweet number: 12040\n', 'created_at: Fri Jul 25 10:02:29 +0000 2014\n', 'favorites_count: 1834\n', 'listed_count: 10\n']"
bonchette,0.5070422535211268,"[""description: What could be funner? You're/your mistakes just fine. I don't share DM's; corporate posers do.(Pinned tw=detail, M. Hasbrouck art + plea for AllyBenton to wave)\n"", 'followers: 315\n', 'following: 535\n', 'total tweet number: 7682\n', 'created_at: Tue Nov 25 22:40:56 +0000 2014\n', 'favorites_count: 13672\n', 'listed_count: 23\n']"
AngryTigersFan,-0.5,"['description: usually angry. fan of: detroit tigers | detroit red wings | fuck football.\n', 'followers: 143\n', 'following: 229\n', 'total tweet number: 5275\n', 'created_at: Thu Aug 14 08:46:37 +0000 2014\n', 'favorites_count: 924\n', 'listed_count: 4\n']"
Island_Lvng_MW,0.32894736842105265,
kisione,0.7464788732394366,"['description: Love my Reggae, love my music. Love spending time with family & friends! Connected with spirit. Psychometric readings, Energy reader, Clairesenses reader.\n', 'followers: 127\n', 'following: 97\n', 'total tweet number: 4044\n', 'created_at: Wed Mar 11 06:31:00 +0000 2009\n', 'favorites_count: 25\n', 'listed_count: 4\n']"
BUCK_MONEYY,-0.0945945945945946,"[""description: let's get saucy | SCSU swimming | thx for stopping by my page hope you find what you're lurkin for | @Niki8202 @HaileeHalford\n"", 'followers: 613\n', 'following: 265\n', 'total tweet number: 23855\n', 'created_at: Thu Nov 22 19:25:15 +0000 2012\n', 'favorites_count: 29239\n', 'listed_count: 4\n']"
sjcutie77,-0.35064935064935066,"[""description: if you can't handle me at my worst, you don't deserve me at my best.... I stay flawed, never perfect, never been the type that wasn't worth it.....\n"", 'followers: 75\n', 'following: 168\n', 'total tweet number: 1759\n', 'created_at: Tue Sep 08 00:22:38 +0000 2009\n', 'favorites_count: 373\n', 'listed_count: 2\n']"
request_prayers,1.135135135135135,"['description: Post & reply at http://t.co/rPYj0S4rv3 with people praying in Jesus Name. Requests made on our web site will tweet here in a few minutes.\n', 'followers: 5168\n', 'following: 3634\n', 'total tweet number: 381656\n', 'created_at: Wed Jul 07 03:03:17 +0000 2010\n', 'favorites_count: 21219\n', 'listed_count: 105\n']"
Sweyram,0.09859154929577464,"['description: Hello World.\n', 'followers: 1807\n', 'following: 372\n', 'total tweet number: 54228\n', 'created_at: Tue Mar 16 00:26:05 +0000 2010\n', 'favorites_count: 1356\n', 'listed_count: 18\n']"
soaklord,0.36923076923076925,"['description: The Customer Care dude for ESET NA. My views are islands unto themselves. They do not in any way reflect my employer or anyone else.\n', 'followers: 152\n', 'following: 139\n', 'total tweet number: 5250\n', 'created_at: Tue Jul 15 16:33:20 +0000 2008\n', 'favorites_count: 328\n', 'listed_count: 4\n']"
realistiches,0.0410958904109589,"['description: @intheAMstyIes\n', 'followers: 49\n', 'following: 526\n', 'total tweet number: 4\n', 'created_at: Fri Apr 10 20:06:15 +0000 2015\n', 'favorites_count: 2\n', 'listed_count: 0\n']"
YourPainAintLuv,0.3142857142857143,
_cha0sxo,-0.32432432432432434,"['description: Mila Rosalie is my entire world\n', 'followers: 418\n', 'following: 395\n', 'total tweet number: 24093\n', 'created_at: Thu Apr 14 01:39:06 +0000 2011\n', 'favorites_count: 2517\n', 'listed_count: 3\n']"
adriantoomey,0.058823529411764705,"['description: \n', 'followers: 340\n', 'following: 572\n', 'total tweet number: 15604\n', 'created_at: Mon Nov 09 15:36:38 +0000 2009\n', 'favorites_count: 6049\n', 'listed_count: 11\n']"
SweatCardio,1.3582089552238805,"['description: all our classes are just $10 pay as you go, no contracts or fees! Reserve classes online, Spin, Yoga, Step,  Pilates, Dance, Zumba and More!\n', 'followers: 889\n', 'following: 187\n', 'total tweet number: 3553\n', 'created_at: Fri Jun 26 17:48:41 +0000 2009\n', 'favorites_count: 4\n', 'listed_count: 32\n']"
Stephxtravers,0.6027397260273972,
Cadam02,0.14285714285714285,"['description: please kidnap me\n', 'followers: 79\n', 'following: 477\n', 'total tweet number: 11000\n', 'created_at: Sun Feb 24 21:31:21 +0000 2013\n', 'favorites_count: 8502\n', 'listed_count: 3\n']"
ClaretRaz,-0.015873015873015872,"['description: Linguist, Translator, Football obsessive, Master of Arts. Not necessarily in that order. Words are our most inexhaustible source of magic.\n', 'followers: 198\n', 'following: 352\n', 'total tweet number: 16282\n', 'created_at: Fri Feb 04 18:10:46 +0000 2011\n', 'favorites_count: 606\n', 'listed_count: 5\n']"
chrisspangle,0.43478260869565216,"['description: Class Clown, @bobandtom Web Director, Podcaster at @werlibertarians. Snapchat and IG: cspangle\n', 'followers: 6916\n', 'following: 2325\n', 'total tweet number: 19596\n', 'created_at: Sat Dec 01 21:50:39 +0000 2007\n', 'favorites_count: 1776\n', 'listed_count: 242\n']"
grind2times,-0.3787878787878788,"['description: im here for the tits\n', 'followers: 1457\n', 'following: 645\n', 'total tweet number: 121216\n', 'created_at: Fri Feb 11 17:01:30 +0000 2011\n', 'favorites_count: 10107\n', 'listed_count: 11\n']"
Michael_Vega,-0.25806451612903225,"['description: Pretty much any thought that goes on in my mind...ends up on here. CAUTION: Do NOT read if easily offended. http://t.co/DAXDRO48XY\n', 'followers: 2055\n', 'following: 68\n', 'total tweet number: 9241\n', 'created_at: Tue Mar 03 04:32:35 +0000 2009\n', 'favorites_count: 43\n', 'listed_count: 11\n']"
TotessToasst,-0.02702702702702703,"['description: Peace, love, & happiness\n', 'followers: 526\n', 'following: 371\n', 'total tweet number: 18760\n', 'created_at: Sun Jul 01 18:00:15 +0000 2012\n', 'favorites_count: 4934\n', 'listed_count: 3\n']"
runyonhanlon,0.8676470588235294,
MeaganFL,0.9444444444444444,"['description: UofL Grad. English Lit T at Green Hills Academy in Rwanda. 22. Part-time nerd, full-time bibliophile + all-around 80s hipster. Excited about #natureeducation!\n', 'followers: 273\n', 'following: 366\n', 'total tweet number: 1186\n', 'created_at: Wed Sep 04 00:37:55 +0000 2013\n', 'favorites_count: 212\n', 'listed_count: 9\n']"
TEAMKRUZE,0.855072463768116,"['description: This Is The Official Supporter Page For @BamBamKruze #TeamKruze. Get Behind The Scenes Pictures, Videos and More.\n', 'followers: 17505\n', 'following: 17125\n', 'total tweet number: 13518\n', 'created_at: Fri Apr 22 14:33:53 +0000 2011\n', 'favorites_count: 30111\n', 'listed_count: 23\n']"
Singh39Rishabh,-0.4852941176470588,"[""description: Indian/British | India\xe2\x9c\x88\xef\xb8\x8fUSA | 18 | 6'2 | SC:- Rishabh-18 | ASU 2019 | Ballin\xe2\x9a\xbd\xef\xb8\x8f | Chill vibes only\n"", 'followers: 1124\n', 'following: 1957\n', 'total tweet number: 2340\n', 'created_at: Tue May 08 01:07:50 +0000 2012\n', 'favorites_count: 1033\n', 'listed_count: 2\n']"
SagittariusTwts,0.9466666666666667,"['description: Best Sagittarius Quotes\n', 'followers: 2780\n', 'following: 1861\n', 'total tweet number: 18769\n', 'created_at: Mon Jun 13 03:33:59 +0000 2011\n', 'favorites_count: 0\n', 'listed_count: 8\n']"
Yadi_cheers15,-0.43333333333333335,
pixjeperry,0.3888888888888889,
schontherattler,0.10606060606060606,"['description: Schondra is my name, Jesus is my savior. FAMU c/o 2015. BeyHive. This life is too crazy to think logically.\n', 'followers: 78\n', 'following: 126\n', 'total tweet number: 21593\n', 'created_at: Sun Apr 26 04:51:33 +0000 2009\n', 'favorites_count: 740\n', 'listed_count: 1\n']"
the_horla,0.2328767123287671,"['description: Such a lust for revenge! Who?!\n', 'followers: 94\n', 'following: 144\n', 'total tweet number: 14485\n', 'created_at: Fri Oct 16 00:21:03 +0000 2009\n', 'favorites_count: 4458\n', 'listed_count: 4\n']"
yui_shinobu,-0.13333333333333333,
Clem_Walker,-0.47619047619047616,
AdamRichterRE,0.109375,"['description: Digital news editor for @ReadingEagle. Also: Dad, Writer, #LOTR fan, #runner, @PearjJam fan. RT \xe2\x89\xa0 endorsement. https://t.co/wkLckB6I0f\n', 'followers: 982\n', 'following: 556\n', 'total tweet number: 22524\n', 'created_at: Tue Sep 04 22:34:47 +0000 2012\n', 'favorites_count: 1812\n', 'listed_count: 74\n']"
afooltocry,0.3150684931506849,"['description: Loving vampires, horror movies, Halloween, sarcasm, tv, and my New Orleans Saints.  Certified Law & Order SVU Addict. #NOH8\n', 'followers: 6458\n', 'following: 4136\n', 'total tweet number: 49060\n', 'created_at: Sun Jul 21 02:40:15 +0000 2013\n', 'favorites_count: 137588\n', 'listed_count: 122\n']"
supergoodlus,-0.2465753424657534,
WINIMINISTRIES,1.6307692307692307,"[""description: We believe God has something better for you than what you're experiencing!Follow us as we Seek God daily for His supernatural blessings! http://t.co/5J53a2SjWj\n"", 'followers: 3351\n', 'following: 2603\n', 'total tweet number: 19615\n', 'created_at: Tue Oct 23 19:02:35 +0000 2012\n', 'favorites_count: 0\n', 'listed_count: 8\n']"
sleepycoyotee,-0.8923076923076924,"[""description: I'm down for anything as long as it doesn't require getting up.\n"", 'followers: 243\n', 'following: 122\n', 'total tweet number: 10302\n', 'created_at: Wed Apr 22 01:34:27 +0000 2009\n', 'favorites_count: 824\n', 'listed_count: 2\n']"
zombierific,0.23880597014925373,"['description: Writer, Gamer, Victorian Enthusiast. AA-182. E97A.\n', 'followers: 256\n', 'following: 340\n', 'total tweet number: 9470\n', 'created_at: Tue Aug 18 17:57:53 +0000 2009\n', 'favorites_count: 3308\n', 'listed_count: 14\n']"
4charityvision,1.2537313432835822,
JAsports70,-0.1323529411764706,
HillaryRubin,1.6349206349206349,"['description: Spiritual Life + Business Coach, mentor for coaches. Helping women create lasting change to live more soul fulfilling lives.\n', 'followers: 6460\n', 'following: 4491\n', 'total tweet number: 24992\n', 'created_at: Wed Jul 18 15:50:21 +0000 2007\n', 'favorites_count: 367\n', 'listed_count: 323\n']"
